Season,Team,Player,Salary
2003-04,Golden State Warriors,Troy Murphy,1506960
2003-04,Golden State Warriors,Calbert Cheaney,1070000
2003-04,Golden State Warriors,Popeye Jones,1070000
2003-04,Golden State Warriors,Brian Cardinal,663679
2003-04,Golden State Warriors,Pepe Sanchez,663679
2003-04,Golden State Warriors,Cherokee Parks,228946
2003-04,Golden State Warriors,Sean Lampley,89364
2003-04,Golden State Warriors,Dan Langhi,72843
2003-04,Houston Rockets,Steve Francis,10960000
2003-04,Houston Rockets,Maurice Taylor,7800000
2003-04,Houston Rockets,Kelvin Cato,7344000
2003-04,Houston Rockets,Clarence Weatherspoon,5445600
2003-04,Houston Rockets,Cuttino Mobley,5394125
2003-04,Houston Rockets,Yao Ming,4147560
2003-04,Houston Rockets,Matt Maloney,3006260
2003-04,Houston Rockets,Eric Piatkowski,2500000
2003-04,Houston Rockets,Eddie Griffin,2312760
2003-04,Houston Rockets,Jim Jackson,2200000
2003-04,Houston Rockets,Bostjan Nachbar,1396440
2003-04,Houston Rockets,Adrian Griffin,751179
2003-04,Houston Rockets,Scott Padgett,688679
2003-04,Houston Rockets,Mike Wilks,638679
2003-04,Houston Rockets,Alton Ford,586082
2003-04,Houston Rockets,Ben Davis,176369
2003-04,Houston Rockets,Torraye Braggs,53697
2003-04,Indiana Pacers,Jermaine O'Neal,13152000
2003-04,Indiana Pacers,Austin Croshere,7610000
2003-04,Indiana Pacers,Jonathan Bender,5800000
2003-04,Indiana Pacers,Al Harrington,5692500
2003-04,Indiana Pacers,Metta World Peace,5473684
2003-04,Indiana Pacers,Scot Pollard,5309563
2003-04,Indiana Pacers,Reggie Miller,5000000
2003-04,Indiana Pacers,Jeff Foster,4000000
2003-04,Indiana Pacers,Fred Jones,1506000
2003-04,Indiana Pacers,Kenny Anderson,1070000
2003-04,Indiana Pacers,Jamaal Tinsley,861600
2003-04,Indiana Pacers,Primoz Brezec,861600
2003-04,Indiana Pacers,Anthony Johnson,813679
2003-04,Indiana Pacers,Jamison Brewer,638679
2003-04,Indiana Pacers,James Jones,366931
2003-04,Los Angeles Clippers,Elton Brand,10960000
2003-04,Los Angeles Clippers,Corey Maggette,7000000
2003-04,Los Angeles Clippers,Predrag Drobnjak,2500000
2003-04,Los Angeles Clippers,Chris Kaman,2394600
2003-04,Los Angeles Clippers,Keyon Dooling,2256444
2003-04,Los Angeles Clippers,Wang Zhizhi,2090000
2003-04,Los Angeles Clippers,Chris Wilcox,2066760
2003-04,Los Angeles Clippers,Marko Jaric,1925000
2003-04,Los Angeles Clippers,Quentin Richardson,1805735
2003-04,Los Angeles Clippers,Melvin Ely,1628760
2003-04,Los Angeles Clippers,Glen Rice,1070000
2003-04,Los Angeles Clippers,Olden Polynice,1070000
2003-04,Los Angeles Clippers,Eddie House,750000
2003-04,Los Angeles Clippers,Bobby Simmons,638679
2003-04,Los Angeles Clippers,Doug Overton,591454
2003-04,Los Angeles Clippers,Josh Moore,366931
2003-04,Los Angeles Lakers,Shaquille O'Neal,24749999
2003-04,Los Angeles Lakers,Kobe Bryant,13500000
2003-04,Los Angeles Lakers,Gary Payton,4917000
2003-04,Los Angeles Lakers,Rick Fox,4734797
2003-04,Los Angeles Lakers,Devean George,4546000
2003-04,Los Angeles Lakers,Derek Fisher,3000000
2003-04,Los Angeles Lakers,Stanislav Medvedenko,1540000
2003-04,Los Angeles Lakers,Karl Malone,1500000
2003-04,Los Angeles Lakers,Kareem Rush,1097640
2003-04,Los Angeles Lakers,Bryon Russell,1070000
2003-04,Los Angeles Lakers,Horace Grant,1070000
2003-04,Los Angeles Lakers,Brian Cook,903360
2003-04,Los Angeles Lakers,Jamal Sampson,563679
2003-04,Los Angeles Lakers,Jannero Pargo,563679
2003-04,Los Angeles Lakers,Luke Walton,366931
2003-04,Memphis Grizzlies,Bonzi Wells,7000000
2003-04,Memphis Grizzlies,Lorenzen Wright,6600000
2003-04,Memphis Grizzlies,Bo Outlaw,6585000
2003-04,Memphis Grizzlies,Jason Williams,6187500
2003-04,Memphis Grizzlies,Michael Dickerson,6187500
2003-04,Memphis Grizzlies,James Posey,4917000
2003-04,Memphis Grizzlies,Stromile Swift,4592418
2003-04,Memphis Grizzlies,Mike Miller,3380457
2003-04,Memphis Grizzlies,Pau Gasol,2618395
2003-04,Memphis Grizzlies,Shane Battier,2533440
2003-04,Memphis Grizzlies,Jake Tsakalidis,1580702
2003-04,Memphis Grizzlies,Earl Watson,1336500
2003-04,Memphis Grizzlies,Troy Bell,1285440
2003-04,Memphis Grizzlies,Ryan Humphrey,1143360
2003-04,Memphis Grizzlies,Dahntay Jones,1063680
2003-04,Memphis Grizzlies,Theron Smith,366931
2003-04,Miami Heat,Eddie Jones,12333750
2003-04,Miami Heat,Brian Grant,12130648
2003-04,Miami Heat,Lamar Odom,9963596
2003-04,Miami Heat,Dwyane Wade,2636400
2003-04,Miami Heat,Caron Butler,1804680
2003-04,Miami Heat,Samaki Walker,1700000
2003-04,Miami Heat,Malik Allen,1510000
2003-04,Miami Heat,Bimbo Coles,1070000
2003-04,Miami Heat,John Wallace,813679
2003-04,Miami Heat,Rafer Alston,688679
2003-04,Miami Heat,Loren Woods,638679
2003-04,Miami Heat,Rasual Butler,563679
2003-04,Miami Heat,Wang Zhizhi,530943
2003-04,Miami Heat,Jerome Beasley,366931
2003-04,Miami Heat,Udonis Haslem,366931
2003-04,Miami Heat,Tyrone Hill,221829
2003-04,Miami Heat,Kirk Penney,8950
2003-04,Milwaukee Bucks,Tim Thomas,11825000
2003-04,Milwaukee Bucks,Toni Kukoc,9056250
2003-04,Milwaukee Bucks,Jason Caffey,5687500
2003-04,Milwaukee Bucks,Joe Smith,5445600
2003-04,Milwaukee Bucks,Anthony Mason,4348094
2003-04,Milwaukee Bucks,Michael Redd,3000000
2003-04,Milwaukee Bucks,Joel Przybilla,2373309
2003-04,Milwaukee Bucks,T.J. Ford,2002680
2003-04,Milwaukee Bucks,Desmond Mason,1898312
2003-04,Milwaukee Bucks,Marcus Haislip,1547280
2003-04,Milwaukee Bucks,Brian Skinner,1500000
2003-04,Milwaukee Bucks,Erick Strickland,1500000
2003-04,Milwaukee Bucks,Daniel Santiago,1200000
2003-04,Milwaukee Bucks,Damon Jones,751179
2003-04,Milwaukee Bucks,Dan Gadzuric,563679
2003-04,Milwaukee Bucks,Dan Langhi,530943
2003-04,Minnesota Timberwolves,Kevin Garnett,28000000
2003-04,Minnesota Timberwolves,Latrell Sprewell,13500000
2003-04,Minnesota Timberwolves,Wally Szczerbiak,8000000
2003-04,Minnesota Timberwolves,Sam Cassell,5062500
2003-04,Minnesota Timberwolves,Michael Olowokandi,4917000
2003-04,Minnesota Timberwolves,Ervin Johnson,4418156
2003-04,Minnesota Timberwolves,Troy Hudson,2100000
2003-04,Minnesota Timberwolves,Fred Hoiberg,938679
2003-04,Minnesota Timberwolves,Gary Trent,938679
2003-04,Minnesota Timberwolves,Ndudi Ebi,838560
2003-04,Minnesota Timberwolves,Oliver Miller,686838
2003-04,Minnesota Timberwolves,Mark Madsen,663679
2003-04,Minnesota Timberwolves,Trenton Hassell,638679
2003-04,Minnesota Timberwolves,Keith McLeod,366931
2003-04,Minnesota Timberwolves,Quincy Lewis,202341
2003-04,New Jersey Nets,Dikembe Mutombo,13626624
2003-04,New Jersey Nets,Jason Kidd,13152000
2003-04,New Jersey Nets,Kerry Kittles,9266666
2003-04,New Jersey Nets,Kenyon Martin,5128689
2003-04,New Jersey Nets,Alonzo Mourning,4917000
2003-04,New Jersey Nets,Rodney Rogers,3075600
2003-04,New Jersey Nets,Aaron Williams,2925000
2003-04,New Jersey Nets,Lucious Harris,2500000
2003-04,New Jersey Nets,Richard Jefferson,1586280
2003-04,New Jersey Nets,Jason Collins,1227480
2003-04,New Jersey Nets,Chris Childs,1166667
2003-04,New Jersey Nets,Brandon Armstrong,995650
2003-04,New Jersey Nets,Zoran Planinic,980280
2003-04,New Jersey Nets,Robert Pack,965610
2003-04,New Jersey Nets,Brian Scalabrine,800000
2003-04,New Jersey Nets,Tamar Slay,563679
2003-04,New Jersey Nets,Mikki Moore,513000
2003-04,New Jersey Nets,Damone Brown,202508
2003-04,New Jersey Nets,Doug Overton,104390
2003-04,New Orleans Hornets,Baron Davis,10960000
2003-04,New Orleans Hornets,Jamal Mashburn,8525000
2003-04,New Orleans Hornets,P.J. Brown,8000000
2003-04,New Orleans Hornets,David Wesley,3960000
2003-04,New Orleans Hornets,George Lynch,2800000
2003-04,New Orleans Hornets,Darrell Armstrong,2475000
2003-04,New Orleans Hornets,Stacey Augmon,2400000
2003-04,New Orleans Hornets,Courtney Alexander,2168193
2003-04,New Orleans Hornets,Jamaal Magloire,1726771
2003-04,New Orleans Hornets,Kirk Haston,1360080
2003-04,New Orleans Hornets,Bryce Drew,1300000
2003-04,New Orleans Hornets,David West,1160160
2003-04,New Orleans Hornets,Sean Rooks,1070000
2003-04,New Orleans Hornets,Steve Smith,1070000
2003-04,New Orleans Hornets,Robert Traylor,825000
2003-04,New York Knicks,Allan Houston,15937500
2003-04,New York Knicks,Antonio McDyess,13500000
2003-04,New York Knicks,Keith Van Horn,13279750
2003-04,New York Knicks,Shandon Anderson,6700000
2003-04,New York Knicks,Charlie Ward,6030000
2003-04,New York Knicks,Howard Eisley,5843750
2003-04,New York Knicks,Kurt Thomas,5394125
2003-04,New York Knicks,Travis Knight,4402500
2003-04,New York Knicks,Dikembe Mutombo,4087667
2003-04,New York Knicks,Moochie Norris,3500000
2003-04,New York Knicks,Othella Harrington,2925000
2003-04,New York Knicks,John Amaechi,2610000
2003-04,New York Knicks,Mike Sweetney,1840800
2003-04,New York Knicks,Michael Doleac,1540000
2003-04,New York Knicks,Frank Williams,894960
2003-04,New York Knicks,Maciej Lampe,829000
2003-04,New York Knicks,Slavko Vranes,129768
2003-04,Orlando Magic,Grant Hill,13279750
2003-04,Orlando Magic,Tracy McGrady,13279750
2003-04,Orlando Magic,Juwan Howard,4917000
2003-04,Orlando Magic,Drew Gooden,3004560
2003-04,Orlando Magic,Pat Garrity,2643750
2003-04,Orlando Magic,Andrew DeClercq,2500000
2003-04,Orlando Magic,Gordan Giricek,1540000
2003-04,Orlando Magic,Tyronn Lue,1500000
2003-04,Orlando Magic,Steven Hunter,1431600
2003-04,Orlando Magic,Reece Gaines,1353120
2003-04,Orlando Magic,Jeryl Sasser,1125729
2003-04,Orlando Magic,Monty Williams,1000000
2003-04,Orlando Magic,Rod Strickland,887317
2003-04,Orlando Magic,Shammond Williams,751179
2003-04,Orlando Magic,Robert Archibald,563679
2003-04,Orlando Magic,Keith Bogans,366931
2003-04,Orlando Magic,Zaza Pachulia,366931
2003-04,Orlando Magic,Britton Johnsen,44748
2003-04,Orlando Magic,Derrick Dial,32375
2003-04,Philadelphia 76ers,Allen Iverson,13500000
2003-04,Philadelphia 76ers,Glenn Robinson,10730000
2003-04,Philadelphia 76ers,Kenny Thomas,5500000
2003-04,Philadelphia 76ers,Todd MacCulloch,5445600
2003-04,Philadelphia 76ers,Aaron McKie,5000000
2003-04,Philadelphia 76ers,Eric Snow,4500000
2003-04,Philadelphia 76ers,Derrick Coleman,4000000
2003-04,Philadelphia 76ers,Marc Jackson,3900000
2003-04,Philadelphia 76ers,Greg Buckner,2640000
2003-04,Philadelphia 76ers,Efthimi Rentzias,971160
2003-04,Philadelphia 76ers,Samuel Dalembert,887160
2003-04,Philadelphia 76ers,John Salmons,865320
2003-04,Philadelphia 76ers,Amal McCaskill,688679
2003-04,Philadelphia 76ers,Sam Clancy,563679
2003-04,Philadelphia 76ers,Zendon Hamilton,485619
2003-04,Philadelphia 76ers,Kyle Korver,366931
2003-04,Philadelphia 76ers,Willie Green,366931
2003-04,Phoenix Suns,Anfernee Hardaway,13500000
2003-04,Phoenix Suns,Stephon Marbury,13500000
2003-04,Phoenix Suns,Tom Gugliotta,11670000
2003-04,Phoenix Suns,Shawn Marion,10960000
2003-04,Phoenix Suns,Jahidi White,5676091
2003-04,Phoenix Suns,Amar'e Stoudemire,1899720
2003-04,Phoenix Suns,Joe Johnson,1850160
2003-04,Phoenix Suns,Cezary Trybanski,1600000
2003-04,Phoenix Suns,Jake Voskuhl,1500000
2003-04,Phoenix Suns,Zarko Cabarkapa,1221240
2003-04,Phoenix Suns,Scott Williams,1070000
2003-04,Phoenix Suns,Casey Jacobsen,1011600
2003-04,Phoenix Suns,Leandro Barbosa,809280
2003-04,Phoenix Suns,Donnell Harvey,663679
2003-04,Portland Trailblazers,Rasheed Wallace,17000000
2003-04,Portland Trailblazers,Shawn Kemp,14941935
2003-04,Portland Trailblazers,Damon Stoudamire,12375000
2003-04,Portland Trailblazers,Dale Davis,9061875
2003-04,Portland Trailblazers,Derek Anderson,7794000
2003-04,Portland Trailblazers,Wesley Person,7700000
2003-04,Portland Trailblazers,Ruben Patterson,5445600
2003-04,Portland Trailblazers,Jeff McInnis,3300000
2003-04,Portland Trailblazers,Zach Randolph,1172160
2003-04,Portland Trailblazers,Qyntel Woods,1053720
2003-04,Portland Trailblazers,Travis Outlaw,941040
2003-04,Portland Trailblazers,Vladimir Stepania,751179
2003-04,Portland Trailblazers,Ruben Boumtje-Boumtje,663679
2003-04,Portland Trailblazers,Matt Carroll,349032
2003-04,Portland Trailblazers,Kaniel Dickens,264011
2003-04,Portland Trailblazers,Tracy Murray,143537
2003-04,Sacramento Kings,Chris Webber,15937500
2003-04,Sacramento Kings,Vlade Divac,12051510
2003-04,Sacramento Kings,Mike Bibby,9500000
2003-04,Sacramento Kings,Brad Miller,7000000
2003-04,Sacramento Kings,Doug Christie,6900000
2003-04,Sacramento Kings,Peja Stojakovic,6250000
2003-04,Sacramento Kings,Lawrence Funderburke,3600000
2003-04,Sacramento Kings,Bobby Jackson,2925000
2003-04,Sacramento Kings,Anthony Peeler,1070000
2003-04,Sacramento Kings,Tony Massenburg,1070000
2003-04,Sacramento Kings,Gerald Wallace,917520
2003-04,Sacramento Kings,Jabari Smith,638679
2003-04,Sacramento Kings,Darius Songaila,366931
2003-04,Sacramento Kings,Rodney Buford,145686
2003-04,San Antonio Spurs,Tim Duncan,12676125
2003-04,San Antonio Spurs,Ron Mercer,6750000
2003-04,San Antonio Spurs,Rasho Nesterovic,5600000
2003-04,San Antonio Spurs,Malik Rose,4916250
2003-04,San Antonio Spurs,Robert Horry,4500000
2003-04,San Antonio Spurs,Bruce Bowen,3650000
2003-04,San Antonio Spurs,Hedo Turkoglu,1995611
2003-04,San Antonio Spurs,Manu Ginobili,1457500
2003-04,San Antonio Spurs,Kevin Willis,1070000
2003-04,San Antonio Spurs,Tony Parker,856200
2003-04,San Antonio Spurs,Anthony Carter,751179
2003-04,San Antonio Spurs,Jason Hart,638679
2003-04,San Antonio Spurs,Sean Marks,596295
2003-04,San Antonio Spurs,Devin Brown,563679
2003-04,San Antonio Spurs,Alex Garcia,366931
2003-04,San Antonio Spurs,Shane Heal,75615
2003-04,Seattle SuperSonics,Ray Allen,13500000
2003-04,Seattle SuperSonics,Rashard Lewis,7012987
2003-04,Seattle SuperSonics,Vitaly Potapenko,5715000
2003-04,Seattle SuperSonics,Calvin Booth,5446800
2003-04,Seattle SuperSonics,Brent Barry,5400000
2003-04,Seattle SuperSonics,Jerome James,5000600
2003-04,Seattle SuperSonics,Antonio Daniels,2200000
2003-04,Seattle SuperSonics,Vladimir Radmanovic,1669800
2003-04,Seattle SuperSonics,Nick Collison,1578240
2003-04,Seattle SuperSonics,Luke Ridnour,1424400
2003-04,Seattle SuperSonics,Joseph Forte,1080360
2003-04,Seattle SuperSonics,Reggie Evans,700000
2003-04,Seattle SuperSonics,Ansu Sesay,688679
2003-04,Seattle SuperSonics,Ronald Murray,563679
2003-04,Seattle SuperSonics,Richie Frahm,366931
2003-04,Toronto Raptors,Jalen Rose,13279750
2003-04,Toronto Raptors,Vince Carter,11326219
2003-04,Toronto Raptors,Hakeem Olajuwon,6326923
2003-04,Toronto Raptors,Alvin Williams,5500000
2003-04,Toronto Raptors,Donyell Marshall,4605196
2003-04,Toronto Raptors,Lamond Murray,4500000
2003-04,Toronto Raptors,Eric Montross,2960000
2003-04,Toronto Raptors,Chris Bosh,2911320
2003-04,Toronto Raptors,Michael Curry,2800000
2003-04,Toronto Raptors,Nate Huffman,1760000
2003-04,Toronto Raptors,Morris Peterson,1646079
2003-04,Toronto Raptors,Jerome Moiso,1600000
2003-04,Toronto Raptors,Michael Bradley,1292040
2003-04,Toronto Raptors,Milt Palacio,688679
2003-04,Toronto Raptors,Lonny Baxter,636679
2003-04,Toronto Raptors,Mengke Bateer,636679
2003-04,Toronto Raptors,Roger Mason,563679
2003-04,Utah Jazz,Greg Ostertag,8666666
2003-04,Utah Jazz,Glen Rice,6815000
2003-04,Utah Jazz,Keon Clark,5000600
2003-04,Utah Jazz,Matt Harpring,4290000
2003-04,Utah Jazz,DeShawn Stevenson,1616087
2003-04,Utah Jazz,Jarron Collins,1250000
2003-04,Utah Jazz,Curtis Borchardt,1187240
2003-04,Utah Jazz,Aleksandar Pavlovic,1107960
2003-04,Utah Jazz,Andrei Kirilenko,955800
2003-04,Utah Jazz,Carlos Arroyo,800000
2003-04,Utah Jazz,Raja Bell,688679
2003-04,Utah Jazz,Michael Ruffin,663679
2003-04,Utah Jazz,Raul Lopez,621520
2003-04,Utah Jazz,Ben Handlogten,366931
2003-04,Utah Jazz,Mo Williams,366931
2003-04,Utah Jazz,Paul Grant,350581
2003-04,Washington Wizards,Gilbert Arenas,8536000
2003-04,Washington Wizards,Jerry Stackhouse,6906250
2003-04,Washington Wizards,Christian Laettner,5625000
2003-04,Washington Wizards,Larry Hughes,5000600
2003-04,Washington Wizards,Brevin Knight,5000000
2003-04,Washington Wizards,Kwame Brown,4252080
2003-04,Washington Wizards,Etan Thomas,2200942
2003-04,Washington Wizards,Jarvis Hayes,1748760
2003-04,Washington Wizards,Jared Jeffries,1714440
2003-04,Washington Wizards,Juan Dixon,1260360
2003-04,Washington Wizards,Brendan Haywood,1125360
2003-04,Washington Wizards,Chris Whitney,1070000
2003-04,Washington Wizards,Mitchell Butler,876179
2003-04,Washington Wizards,Steve Blake,366931
2002-03,Atlanta Hawks,Shareef Abdur-Rahim,12375000
2002-03,Atlanta Hawks,Glenn Robinson,9860000
2002-03,Atlanta Hawks,Theo Ratliff,9375000
2002-03,Atlanta Hawks,Alan Henderson,7091250
2002-03,Atlanta Hawks,Nazr Mohammed,4750000
2002-03,Atlanta Hawks,Chris Crawford,2750000
2002-03,Atlanta Hawks,DerMarr Johnson,2423280
2002-03,Atlanta Hawks,Jason Terry,2153934
2002-03,Atlanta Hawks,Dion Glover,1584312
2002-03,Atlanta Hawks,Emanual Davis,824935
2002-03,Atlanta Hawks,Dan Dickau,776880
2002-03,Atlanta Hawks,Darvin Ham,699935
2002-03,Atlanta Hawks,Ira Newble,587435
2002-03,Atlanta Hawks,Matt Maloney,170716
2002-03,Atlanta Hawks,Amal McCaskill,143277
2002-03,Atlanta Hawks,Antonio Harvey,60361
2002-03,Atlanta Hawks,Mike Wilks,29832
2002-03,Atlanta Hawks,Paul Shirley,29832
2002-03,Atlanta Hawks,Mike Wilks,25570
2002-03,Boston Celtics,Antoine Walker,12375000
2002-03,Boston Celtics,Vin Baker,12375000
2002-03,Boston Celtics,Paul Pierce,10067750
2002-03,Boston Celtics,Eric Williams,5004000
2002-03,Boston Celtics,Tony Battie,4000000
2002-03,Boston Celtics,Tony Delk,2700000
2002-03,Boston Celtics,Shammond Williams,2000000
2002-03,Boston Celtics,Kedrick Brown,1643040
2002-03,Boston Celtics,Walter McCarty,762435
2002-03,Boston Celtics,Bruno Sundov,637435
2002-03,Boston Celtics,Ruben Wolkowyski,587435
2002-03,Boston Celtics,J.R. Bremer,349458
2002-03,Boston Celtics,Mikki Moore,46642
2002-03,Chicago Bulls,Jalen Rose,12072500
2002-03,Chicago Bulls,Eddie Robinson,5687000
2002-03,Chicago Bulls,Donyell Marshall,4186542
2002-03,Chicago Bulls,Tyson Chandler,3556200
2002-03,Chicago Bulls,Jay Williams,3451920
2002-03,Chicago Bulls,Marcus Fizer,2946240
2002-03,Chicago Bulls,Eddy Curry,2879280
2002-03,Chicago Bulls,Jamal Crawford,2026680
2002-03,Chicago Bulls,Greg Anthony,1500000
2002-03,Chicago Bulls,Corie Blount,1400000
2002-03,Chicago Bulls,Fred Hoiberg,1400000
2002-03,Chicago Bulls,Dalibor Bagaric,830947
2002-03,Chicago Bulls,Rick Brunson,699935
2002-03,Chicago Bulls,Erick Barkley,682500
2002-03,Chicago Bulls,Trenton Hassell,512435
2002-03,Chicago Bulls,Lonny Baxter,349458
2002-03,Chicago Bulls,Roger Mason,349458
2002-03,Cleveland Cavaliers,Zydrunas Ilgauskas,12375000
2002-03,Cleveland Cavaliers,Tyrone Hill,6600000
2002-03,Cleveland Cavaliers,Nick Anderson,6101906
2002-03,Cleveland Cavaliers,Ricky Davis,4546000
2002-03,Cleveland Cavaliers,Michael Stewart,4160000
2002-03,Cleveland Cavaliers,Darius Miles,3267960
2002-03,Cleveland Cavaliers,Bimbo Coles,2400000
2002-03,Cleveland Cavaliers,Dajuan Wagner,2298840
2002-03,Cleveland Cavaliers,Chris Mihm,2212200
2002-03,Cleveland Cavaliers,DeSagana Diop,1980600
2002-03,Cleveland Cavaliers,Jumaine Jones,1419026
2002-03,Cleveland Cavaliers,J.R. Reid,800000
2002-03,Cleveland Cavaliers,Milt Palacio,750000
2002-03,Cleveland Cavaliers,Carlos Boozer,349458
2002-03,Cleveland Cavaliers,Smush Parker,349458
2002-03,Dallas Mavericks,Michael Finley,11953125
2002-03,Dallas Mavericks,Nick Van Exel,11061234
2002-03,Dallas Mavericks,Dirk Nowitzki,10067750
2002-03,Dallas Mavericks,Raef LaFrentz,7270000
2002-03,Dallas Mavericks,Steve Nash,5750000
2002-03,Dallas Mavericks,Tariq Abdul-Wahad,5625000
2002-03,Dallas Mavericks,Avery Johnson,4991800
2002-03,Dallas Mavericks,Shawn Bradley,4000000
2002-03,Dallas Mavericks,Evan Eschmeyer,3103800
2002-03,Dallas Mavericks,Eduardo Najera,3047620
2002-03,Dallas Mavericks,Muggsy Bogues,1659120
2002-03,Dallas Mavericks,Popeye Jones,1030000
2002-03,Dallas Mavericks,Walt Williams,1030000
2002-03,Dallas Mavericks,Danny Manning,900000
2002-03,Dallas Mavericks,Adrian Griffin,637435
2002-03,Dallas Mavericks,Raja Bell,612435
2002-03,Dallas Mavericks,Adam Harrington,140636
2002-03,Dallas Mavericks,Mark Strickland,60361
2002-03,Denver Nuggets,Juwan Howard,20625000
2002-03,Denver Nuggets,Marcus Camby,6750000
2002-03,Denver Nuggets,Mark Jackson,3500000
2002-03,Denver Nuggets,Chris Whitney,3000000
2002-03,Denver Nuggets,Nikoloz Tskitishvili,2530920
2002-03,Denver Nuggets,Cory Alexander,2149259
2002-03,Denver Nuggets,Nene Hilario,1945520
2002-03,Denver Nuggets,Rodney White,1820520
2002-03,Denver Nuggets,Ryan Bowen,1111111
2002-03,Denver Nuggets,Mark Bryant,1030000
2002-03,Denver Nuggets,Tim Hardaway,1000000
2002-03,Denver Nuggets,Donnell Harvey,992040
2002-03,Denver Nuggets,Mark Blount,762435
2002-03,Denver Nuggets,Chris Andersen,512435
2002-03,Denver Nuggets,Junior Harrington,349458
2002-03,Denver Nuggets,Predrag Savovic,349458
2002-03,Denver Nuggets,Vincent Yarbrough,349458
2002-03,Denver Nuggets,Art Long,193424
2002-03,Denver Nuggets,John Crotty,75366
2002-03,Denver Nuggets,John Crotty,62805
